PassengerId,Survived_pred,Probability
1090,0,0.09305901611995382
1091,0,0.33096498625351506
1092,1,0.8045083564076169
1093,1,0.7155559518434808
1094,0,0.4570856179709197
1095,1,0.9013476568146378
1096,0,0.09766735924203027
1097,0,0.24066741519911705
1098,1,0.7282722455520781
1099,0,0.09845255959452308
1100,1,0.8293865877981444
1101,0,0.09047760369006093
1102,0,0.13600142542511626
1103,0,0.0824471620039703
1104,0,0.2770746978676166
1105,1,0.8168825247886081
1106,0,0.43193989431489666
1107,0,0.3054780390466748
1108,1,0.8028935738715912
1109,0,0.25494530312824915
1110,1,0.9549208073458071
1111,0,0.08952548805619992
1112,1,0.83221865362058
1113,0,0.08631452511843771
1114,1,0.8157951360441799
1115,0,0.09425939608835257
1116,1,0.7299744882930816
1117,1,0.5785279952317608
1118,0,0.08849723659035157
1119,1,0.8122541634779723
1120,0,0.10171652282046359
1121,0,0.13524002229374088
1122,0,0.33777509707176684
1123,1,0.9473949303758347
1124,0,0.13345754979271285
1125,0,0.0511001573826821
1126,1,0.5398160037522862
1127,0,0.08763084846182968
1128,0,0.48436500082269457
1129,0,0.25809396759600084
1130,1,0.7785271242128912
1131,1,0.9738935758300967
1132,1,0.707013629707223
1133,1,0.9286013240555159
1134,0,0.4290466888154299
1135,0,0.08115513031633258
1136,0,0.07890809206183087
1137,0,0.36422503116943294
1138,1,0.85948947899263
1139,0,0.17834177987246158
1140,1,0.9306702418308826
1141,0,0.4910517490800701
1142,1,0.8163006446658673
1143,0,0.09779742766934221
1144,0,0.49851618320395713
1145,0,0.09254615207598339
1146,0,0.1434555849086114
1147,0,0.07945639897395501
1148,0,0.04205069975187995
1149,0,0.08952548805619992
1150,1,0.850403974191989
1151,0,0.09274744651288212
1152,0,0.0946797126745792
1153,0,0.08567729960091491
1154,1,0.9438154639014404
1155,1,0.658527917937131
1156,0,0.13574086470495836
1157,0,0.08115513031633258
1158,0,0.10095571456925487
1159,0,0.07945639897395501
1160,0,0.33096498625351506
1161,0,0.09962565633120311
1162,0,0.3923123565184023
1163,0,0.04205069975187995
1164,1,0.9704223405871187
1165,1,0.8657737937794625
1166,0,0.11203168708274563
1167,1,0.9071983241683343
1168,0,0.09968649506017581
1169,0,0.11272049906317883
1170,0,0.10170466589578755
1171,0,0.09559509115602886
1172,0,0.3581048274663366
1173,1,0.7731365403106151
1174,1,0.8122541634779723
1175,1,0.7180239289876263
1176,1,0.6222928638532572
1177,0,0.07955688017928826
1178,0,0.07945639897395501
1179,0,0.3189770109600966
1180,0,0.1272062899885417
1181,0,0.08952548805619992
1182,0,0.32326829251725164
1183,0,0.4957393167110078
1184,0,0.1272062899885417
1185,0,0.230463624167637
1186,0,0.1306757493177766
1187,0,0.09006903814804369
1188,1,0.8751226434397499
1189,0,0.17600081112629815
1190,0,0.3014914260024087
1191,0,0.11086804947173742
1192,0,0.10310740454324145
1193,0,0.12028640640160539
1194,0,0.13482420210429089
1195,0,0.09127952257022344
1196,1,0.8122541634779723
1197,1,0.8749652304247403
1198,0,0.297087213121297
1199,1,0.6241331205218029
1200,0,0.22290870292861048
1201,0,0.34980767717502287
1202,0,0.10746881357653429
1203,0,0.23315228329700882
1204,0,0.07945639897395501
1205,1,0.6700532406123032
1206,1,0.9206897559571587
1207,1,0.7361822363685949
1208,0,0.4609536364877772
1209,0,0.11988580768041568
1210,0,0.12269091894088817
1211,0,0.17652983208645215
1212,0,0.10036556336802431
1213,0,0.1635769740743193
1214,0,0.09929246806215504
1215,0,0.4086809275427481
1216,1,0.9641504943890368
1217,0,0.0960666184578907
1218,1,0.8816031172901723
1219,0,0.3272577838025504
1220,0,0.11592678789409275
1221,0,0.09446327835719556
1222,1,0.9296816241364976
1223,0,0.4413963882493967
1224,0,0.11203168708274563
1225,1,0.7100676718241575
1226,0,0.11746839496567643
1227,0,0.16628500054256445
1228,0,0.15296236578370997
1229,0,0.14405857615623602
1230,0,0.2676084125243902
1231,0,0.1272062899885417
1232,0,0.11977569571709028
1233,0,0.09185927504932513
1234,0,0.18516744062246923
1235,1,0.9229780921089743
1236,0,0.1432858758338135
1237,1,0.6061868228303445
1238,0,0.09929246806215504
1239,1,0.5814681901689466
1240,0,0.08571341872237107
1241,1,0.8904995442431622
1242,1,0.9681055030424485
1243,0,0.09766735924203027
1244,0,0.26712850429773494
1245,0,0.19715534529066311
1246,1,0.6490401756629719
1247,0,0.16421232343980965
1248,1,0.9012179152585383
1249,0,0.08115513031633258
1250,0,0.04205069975187995
1251,1,0.5061484777392441
1252,0,0.10307291368687226
1253,1,0.9483642269056282
1254,1,0.8904995442431622
1255,0,0.12787271102642345
1256,1,0.9764602193749977
1257,0,0.2246421181283867
1258,0,0.22632324968811565
1259,0,0.43809931050284767
1260,1,0.9653277252646706
1261,0,0.15126689431496543
1262,0,0.11095767870492457
1263,1,0.9952406265495224
1264,0,0.1199194433253715
1265,0,0.14130486927329225
1266,1,0.9703059085384834
1267,1,0.9668032407685138
1268,0,0.304197847077277
1269,0,0.09410310304198242
1270,0,0.2479351319370776
1271,0,0.3270913583946316
1272,0,0.04205069975187995
1273,0,0.06130087626444079
1274,0,0.48439860590086053
1275,0,0.49649262776532166
1276,0,0.10899158334614403
1277,1,0.9242946967454553
1278,0,0.09556754127144472
1279,0,0.13185945606057692
1280,0,0.06277141473780093
1281,0,0.29527398701807944
1282,0,0.2830830140427065
1283,1,0.9281847863355572
1284,0,0.20724132118909197
1285,0,0.12700241339383075
1286,0,0.041576069170517975
1287,1,0.9614421147227129
1288,0,0.040930665514475884
1289,1,0.9822570550927693
1290,0,0.08993802871762281
1291,0,0.0897568139370444
1292,1,0.9658585378271451
1293,0,0.10467064428452184
1294,1,0.9913508486554412
1295,0,0.3443171179350981
1296,0,0.43056861850115835
1297,0,0.2252262050107279
1298,0,0.11375049793251354
1299,0,0.40443251723492707
1300,1,0.8177000149100837
1301,1,0.6653122341955852
1302,1,0.8122541634779723
1303,1,0.9691937819323414
1304,0,0.4005140185011195
1305,0,0.08952548805619992
1306,1,0.9905104678193639
1307,0,0.0793981500205581
1308,0,0.08952548805619992
1309,0,0.31653248328212696
