PassengerId,Survived_pred,Probability
1205,1,0.8270453197876269
1206,1,0.8766832327648514
1207,1,0.8624840141085752
1208,0,0.41510364947652323
1209,0,0.159153409634732
1210,0,0.14747742865176455
1211,0,0.14847255298852535
1212,0,0.14693080582335571
1213,0,0.1623209215110647
1214,0,0.14525904545115423
1215,0,0.156149550572422
1216,1,0.8716811508141913
1217,0,0.1466532795837931
1218,1,0.8048013735356123
1219,0,0.18695557175907584
1220,0,0.1396329631353162
1221,0,0.15351952042838293
1222,1,0.7941754176839508
1223,0,0.159024403860269
1224,0,0.15781131757662661
1225,1,0.7855580931837662
1226,0,0.1475331877192561
1227,0,0.1571268977706136
1228,0,0.1482387627716686
1229,0,0.11996005928983093
1230,0,0.163334244132143
1231,0,0.15781481725453617
1232,0,0.16417036947362054
1233,0,0.15201967645442613
1234,0,0.43424877716588356
1235,1,0.7389285592998759
1236,0,0.08067395853282926
1237,1,0.576934308720359
1238,0,0.14525904545115423
1239,1,0.6180461594728608
1240,0,0.1473555026160986
1241,1,0.881719220954829
1242,1,0.8857980020888486
1243,0,0.14402196433338785
1244,0,0.24726176950071013
1245,0,0.1456302550217256
1246,1,0.7951125101972399
1247,0,0.15858258658913948
1248,1,0.8081967611738362
1249,0,0.14819813777296248
1250,0,0.15581442846420848
1251,0,0.44676196715974453
1252,0,0.18545424093910295
1253,1,0.912946628333768
1254,1,0.881719220954829
1255,0,0.14857438263318523
1256,1,0.8959309076089326
1257,0,0.4285787459354399
1258,0,0.15272152670872965
1259,1,0.656811905721832
1260,1,0.8835295064133958
1261,0,0.13316104133540968
1262,0,0.15914573118775047
1263,1,0.8601887702155793
1264,0,0.16216718938692476
1265,0,0.15864224660667733
1266,1,0.9106212575649308
1267,1,0.8474595109361701
1268,0,0.3086949377551219
1269,0,0.15230444427483228
1270,0,0.16014660826190447
1271,0,0.13316312440760494
1272,0,0.15581442846420848
1273,0,0.15489064343867498
1274,1,0.5517167230628578
1275,0,0.4895422787219217
1276,0,0.14508154357078248
1277,1,0.8614815594682336
1278,0,0.14698773044685579
1279,0,0.14980230866828043
1280,0,0.1573786076709347
1281,0,0.13246844132843483
1282,0,0.17302901866841916
1283,1,0.907429340415917
1284,1,0.5373037759477277
1285,0,0.1565333118012054
1286,0,0.055017989453681145
1287,1,0.8949947686652805
1288,0,0.1544952373731396
1289,1,0.9177298708878332
1290,0,0.14864125492884944
1291,0,0.15833742395882255
1292,1,0.8749442883073829
1293,0,0.1424100917149899
1294,1,0.9012661468571644
1295,0,0.2102855786822952
1296,0,0.22831443318740147
1297,0,0.1566951500400738
1298,0,0.1481384362389515
1299,0,0.3839745398535758
1300,1,0.8613431482511292
1301,1,0.8156401570503079
1302,1,0.861379602807855
1303,1,0.8773685797345496
1304,1,0.5247571377200001
1305,0,0.14842942143928048
1306,1,0.884952480094943
1307,0,0.15803631211263508
1308,0,0.14842942143928048
1309,0,0.12099148716200565
